Event number,event_uuid,start_time,end_time,Primary category,Rally Shot Type,Z Game Number,Receiving Location,Won By,Result Type,Server,Serving Location
862,529a82f4-b1b6-4b28-9884-6bdbd6d1ea82,1174.684,1179.684,Player B Zone 2,Net Shot,Game 3,Net,Won Point Player A,Opp Forced Error,Player A,Right
863,294ddae3-8983-4ee1-b1de-333093ce6112,1181.596,1186.596,Player A Zone 5,Serve,Game 3,Player B Zone 2,,,Player A,Left
864,ddd12738-beb1-4f96-9b53-beda65a201bf,1182.302,1187.302,Player B Zone 2,Lift,Game 3,Player A Zone 8,,,Player A,Left
865,185c9617-3f99-4610-983f-6296d9ba1ec0,1183.265,1188.265,Player A Zone 8,Smash,Game 3,Net,Won Point Player B,Opp Forced Error,Player A,Left
866,728de458-3611-489d-91e9-c568df53c329,1187.205,1192.205,Player B Zone 5,Serve,Game 3,Player A Zone 2,,,Player B,Right
867,8b071245-df4b-49ec-8004-d0f6db40575f,1188.022,1193.022,Player A Zone 2,Net Shot,Game 3,Player B Zone 2,,,Player B,Right
868,a29ecd0d-f271-497c-a2be-770a978da50e,1188.909,1193.909,Player B Zone 2,Lift,Game 3,Player A Zone 7,,,Player B,Right
869,c3508da6-2f9c-456c-918e-ea3267662d59,1190.294,1195.294,Player A Zone 7,Clear,Game 3,Player B Zone 8,,,Player B,Right
870,b48fc10e-1be1-4273-8ef9-324f60040a03,1191.551,1196.551,Player B Zone 8,Smash,Game 3,Player A Zone 6,,,Player B,Right
871,33137131-3c6a-41ae-99ca-664a2997577a,1192.048,1197.048,Player A Zone 6,Short Defence,Game 3,Player B Zone 1,,,Player B,Right
872,c0e05cf9-899f-46f2-a34a-690552b9235e,1193.052,1198.052,Player B Zone 1,Drive,Game 3,Player A Zone 5,,,Player B,Right
873,eb698adb-36e5-4c81-b2c1-06a51e99f3ec,1193.535,1198.535,Player A Zone 5,Drive,Game 3,Player B Zone 6,,,Player B,Right
874,92811057-ea2f-4212-b309-931408096ff5,1194.164,1199.164,Player B Zone 6,Drop,Game 3,Player A Zone 1,,,Player B,Right
875,589930ed-d44a-4715-8ff0-e9abe69e329d,1194.992,1199.992,Player A Zone 1,Lift,Game 3,Player B Zone 9,,,Player B,Right
876,81b08d45-3c69-4cf5-9b08-0ecf1ece0361,1196.591,1201.591,Player B Zone 9,Drop,Game 3,Player A Zone 3,,,Player B,Right
877,5f90240c-994e-45af-8af5-4db4e1f90164,1197.396,1202.396,Player A Zone 3,Lift,Game 3,Player B Zone 7,,,Player B,Right
878,6da3b435-8b43-4283-9b49-dc48198dc777,1198.785,1203.785,Player B Zone 7,Clear,Game 3,Player A Zone 6,,,Player B,Right
879,71ae8752-12ea-4a4f-a536-bb7241325ce9,1199.851,1204.851,Player A Zone 6,Clear,Game 3,Player B Zone 8,,,Player B,Right
880,b7117257-1748-4aae-98ff-aa1791c9fb3e,1201.252,1206.252,Player B Zone 8,Smash,Game 3,Player A Zone 4,,,Player B,Right
881,2bbe9239-640b-43ff-b6ba-5160c5642e20,1201.829,1206.829,Player A Zone 4,Short Defence,Game 3,Player B Zone 3,,,Player B,Right
882,068b9554-312e-4786-9dc1-f470ac8960ec,1202.772,1207.772,Player B Zone 3,Lift,Game 3,Player A Zone 7,,,Player B,Right
883,05a9cfe3-9778-4a24-a5fb-6f9f9b883abb,1203.576,1208.576,Player A Zone 7,Drop,Game 3,Player B Zone 3,,,Player B,Right
884,169c2e25-ad6c-424e-ae43-522c938510ae,1204.628,1209.628,Player B Zone 3,Lift,Game 3,Player A Zone 7,,,Player B,Right
885,269f8540-450b-4d04-b04a-9aea1741ef31,1205.716,1210.716,Player A Zone 7,Drive,Game 3,Out,Won Point Player B,Opp Forced Error,Player B,Right
